resolution,emotions,people,tries,time
10,8,2,8,6.0567383
10,8,20,6,47.9861752
10,8,21,6,53.4125811
10,8,22,6,56.214665
10,8,23,6,62.5226635
10,8,24,6,66.4617287
10,8,25,6,72.471907
10,8,26,4,47.8241719
10,8,27,4,54.4661137
10,8,28,4,59.8113843
10,8,29,4,64.4095769
10,8,3,8,6.883549
10,8,30,4,70.2104878
10,8,4,8,8.1347026
10,8,5,8,9.7957525
10,8,6,20,29.8763489
10,8,7,20,37.3959938
10,8,8,20,41.8921072
10,8,9,20,48.7639926
10,9,10,20,67.5390909
10,9,11,6,22.4898161
10,9,12,6,29.7401549
10,9,13,6,29.3457373
10,9,14,6,32.3553426
10,9,15,6,35.5739217
10,9,16,6,38.6012402
10,9,17,6,42.6714258
10,9,18,6,46.7570686
10,9,19,6,50.7782445
10,9,2,8,6.6987723
10,9,20,6,55.5489023
10,9,21,6,58.9838632
10,9,22,6,63.4116695
10,9,23,6,71.4722872
10,9,24,6,76.29189
10,9,25,6,83.0586412
10,9,26,4,57.7832623
10,9,27,4,62.0898725
10,9,28,4,66.9326423
10,9,29,4,72.5877928
10,9,3,8,10.2672375
10,9,30,4,71.0679665
10,9,31,4,82.7904613
10,9,32,4,89.1995949
10,9,33,2,48.2448221
10,9,34,2,92.661895
10,9,35,2,441.1547539
10,9,36,2,1288.838681
10,9,4,8,12.4908048
10,9,5,8,14.0702589
10,9,6,20,41.5785383
10,9,7,20,47.7682934
10,9,8,20,50.1331706
10,9,9,20,57.6887893
11,10,10,30,168.0957406
11,10,11,4,29.1390431
11,10,12,4,27.7814045
11,10,13,4,30.8620753
11,10,14,4,39.0714942
11,10,15,4,37.8936974
11,10,16,4,42.0659829
11,10,17,4,45.0489012
11,10,18,4,55.1794715
11,10,19,4,54.4865937
11,10,2,30,30.1733724
11,10,20,4,57.103904
11,10,21,2,31.6675963
11,10,22,2,34.0894686
11,10,23,2,36.4298312
11,10,24,2,41.5659295
11,10,25,2,45.9283669
11,10,26,2,46.2228025
11,10,27,2,52.154561
11,10,28,2,55.0677646
11,10,29,2,1108.1635383
11,10,3,30,45.4460971
11,10,30,2,1412.726169
11,10,31,2,1845.2784323
11,10,4,30,57.0369554
11,10,5,30,70.5845551
11,10,6,30,86.5917887
11,10,7,30,103.7029005
11,10,8,30,118.6175256
11,10,9,30,164.3430819
11,11,10,30,191.0678745
11,11,11,4,28.0642762
11,11,12,4,31.3061733
11,11,13,4,40.2575343
11,11,14,4,38.9216071
11,11,15,4,41.7847181
11,11,16,4,46.0928153
11,11,17,4,52.3361452
11,11,18,4,57.402608
11,11,19,4,59.7873766
11,11,2,30,36.1440856
11,11,20,4,67.8384894
11,11,21,2,36.0828973
11,11,22,2,37.4247148
11,11,23,2,41.5321626
11,11,24,2,46.5376128
11,11,25,2,46.8500923
11,11,26,2,55.1215301
11,11,27,2,58.2421744
11,11,28,2,84.3996321
11,11,29,2,1175.3156242
11,11,3,30,52.0543543
11,11,30,2,1701.4937047
11,11,31,2,2159.0360539
11,11,4,30,63.7602032
11,11,5,30,80.3744845
11,11,6,30,100.7088707
11,11,7,30,118.1184448
11,11,8,30,138.2466231
11,11,9,30,161.8212984
11,12,10,30,209.6951426
11,12,11,4,31.257233
11,12,12,4,35.6940295
11,12,13,4,40.4287881
11,12,14,4,42.1887698
11,12,15,4,46.4322201
